ㄝ ㄝ e , big5
僷 ㄒㄧㄝˋ xie4 vu,4 utf8
写 ㄒㄧㄝˋ xie4 vu,4 utf8
噧 ㄒㄧㄝˋ xie4 vu,4 utf8
夑 ㄒㄧㄝˋ xie4 vu,4 utf8
屉 ㄒㄧㄝˋ xie4 vu,4 utf8
屓 ㄒㄧㄝˋ xie4 vu,4 utf8
屟 ㄒㄧㄝˋ xie4 vu,4 utf8
徢 ㄒㄧㄝˋ xie4 vu,4 utf8
斺 ㄒㄧㄝˋ xie4 vu,4 utf8
暬 ㄒㄧㄝˋ xie4 vu,4 utf8
炧 ㄒㄧㄝˋ xie4 vu,4 utf8
炨 ㄒㄧㄝˋ xie4 vu,4 utf8
烲 ㄒㄧㄝˋ xie4 vu,4 utf8
爕 ㄒㄧㄝˋ xie4 vu,4 utf8
禼 ㄒㄧㄝˋ xie4 vu,4 utf8
絬 ㄒㄧㄝˋ xie4 vu,4 utf8
緤 ㄒㄧㄝˋ xie4 vu,4 utf8
缷 ㄒㄧㄝˋ xie4 vu,4 utf8
脇 ㄒㄧㄝˋ xie4 vu,4 utf8
蠏 ㄒㄧㄝˋ xie4 vu,4 utf8
衸 ㄒㄧㄝˋ xie4 vu,4 utf8
觧 ㄒㄧㄝˋ xie4 vu,4 utf8
譮 ㄒㄧㄝˋ xie4 vu,4 utf8
𤵺 ㄒㄧㄝˋ xie4 vu,4 utf8
𥜽 ㄒㄧㄝˋ xie4 vu,4 utf8
協 ㄒㄧㄝˊ xie2 vu,6 big5
鞋 ㄒㄧㄝˊ xie2 vu,6 big5
斜 ㄒㄧㄝˊ xie2 vu,6 big5
脅 ㄒㄧㄝˊ xie2 vu,6 big5
諧 ㄒㄧㄝˊ xie2 vu,6 big5
邪 ㄒㄧㄝˊ xie2 vu,6 big5
偕 ㄒㄧㄝˊ xie2 vu,6 big5
頡 ㄒㄧㄝˊ xie2 vu,6 big5
挾 ㄒㄧㄝˊ xie2 vu,6 big5
絜 ㄒㄧㄝˊ xie2 vu,6 big5
攜 ㄒㄧㄝˊ xie2 vu,6 big5
擷 ㄒㄧㄝˊ xie2 vu,6 big5
勰 ㄒㄧㄝˊ xie2 vu,6 big5
纈 ㄒㄧㄝˊ xie2 vu,6 big5
襭 ㄒㄧㄝˊ xie2 vu,6 big5
脥 ㄒㄧㄝˊ xie2 vu,6 big5
慀 ㄒㄧㄝˊ xie2 vu,6 big5
劦 ㄒㄧㄝˊ xie2 vu,6 big5
蝢 ㄒㄧㄝˊ xie2 vu,6 big5
垥 ㄒㄧㄝˊ xie2 vu,6 big5
拹 ㄒㄧㄝˊ xie2 vu,6 big5
籺 ㄒㄧㄝˊ xie2 vu,6 big5
奊 ㄒㄧㄝˊ xie2 vu,6 big5
龤 ㄒㄧㄝˊ xie2 vu,6 big5
愶 ㄒㄧㄝˊ xie2 vu,6 big5
搚 ㄒㄧㄝˊ xie2 vu,6 big5
瑎 ㄒㄧㄝˊ xie2 vu,6 big5
熁 ㄒㄧㄝˊ xie2 vu,6 big5
燲 ㄒㄧㄝˊ xie2 vu,6 big5
㐖 ㄒㄧㄝˊ xie2 vu,6 utf8
㢵 ㄒㄧㄝˊ xie2 vu,6 utf8
㩗 ㄒㄧㄝˊ xie2 vu,6 utf8
㩦 ㄒㄧㄝˊ xie2 vu,6 utf8
㩪 ㄒㄧㄝˊ xie2 vu,6 utf8
䋶 ㄒㄧㄝˊ xie2 vu,6 utf8
䙽 ㄒㄧㄝˊ xie2 vu,6 utf8
䝱 ㄒㄧㄝˊ xie2 vu,6 utf8
䦖 ㄒㄧㄝˊ xie2 vu,6 utf8
䩐 ㄒㄧㄝˊ xie2 vu,6 utf8
䩤 ㄒㄧㄝˊ xie2 vu,6 utf8
协 ㄒㄧㄝˊ xie2 vu,6 utf8
叶 ㄒㄧㄝˊ xie2 vu,6 utf8
峫 ㄒㄧㄝˊ xie2 vu,6 utf8
恊 ㄒㄧㄝˊ xie2 vu,6 utf8
挟 ㄒㄧㄝˊ xie2 vu,6 utf8
携 ㄒㄧㄝˊ xie2 vu,6 utf8
擕 ㄒㄧㄝˊ xie2 vu,6 utf8
旪 ㄒㄧㄝˊ xie2 vu,6 utf8
綇 ㄒㄧㄝˊ xie2 vu,6 utf8
綊 ㄒㄧㄝˊ xie2 vu,6 utf8
翓 ㄒㄧㄝˊ xie2 vu,6 utf8
脇 ㄒㄧㄝˊ xie2 vu,6 utf8
膎 ㄒㄧㄝˊ xie2 vu,6 utf8
衺 ㄒㄧㄝˊ xie2 vu,6 utf8
邜 ㄒㄧㄝˊ xie2 vu,6 utf8
鞵 ㄒㄧㄝˊ xie2 vu,6 utf8
謝 ㄒㄧㄝ˙ xie5 vu,7 big5
修 ㄒㄧㄡ xiu vu. big5
休 ㄒㄧㄡ xiu vu. big5
羞 ㄒㄧㄡ xiu vu. big5
脩 ㄒㄧㄡ xiu vu. big5
咻 ㄒㄧㄡ xiu vu. big5
庥 ㄒㄧㄡ xiu vu. big5
貅 ㄒㄧㄡ xiu vu. big5
髹 ㄒㄧㄡ xiu vu. big5
饈 ㄒㄧㄡ xiu vu. big5
鵂 ㄒㄧㄡ xiu vu. big5
滫 ㄒㄧㄡ xiu vu. big5
樇 ㄒㄧㄡ xiu vu. big5
臹 ㄒㄧㄡ xiu vu. big5
茠 ㄒㄧㄡ xiu vu. big5
銝 ㄒㄧㄡ xiu vu. big5
蓨 ㄒㄧㄡ xiu vu. big5
鎀 ㄒㄧㄡ xiu vu. big5
潃 ㄒㄧㄡ xiu vu. big5
㳜 ㄒㄧㄡ xiu vu. utf8
㹯 ㄒㄧㄡ xiu vu. utf8
㾋 ㄒㄧㄡ xiu vu. utf8
䝗 ㄒㄧㄡ xiu vu. utf8
䮌 ㄒㄧㄡ xiu vu. utf8
烌 ㄒㄧㄡ xiu vu. utf8
蓚 ㄒㄧㄡ xiu vu. utf8
鏅 ㄒㄧㄡ xiu vu. utf8
飍 ㄒㄧㄡ xiu vu. utf8
髤 ㄒㄧㄡ xiu vu. utf8
𥱤 ㄒㄧㄡ xiu vu. utf8
朽 ㄒㄧㄡˇ xiu3 vu.3 big5
宿 ㄒㄧㄡˇ xiu3 vu.3 big5
糔 ㄒㄧㄡˇ xiu3 vu.3 big5
㝛 ㄒㄧㄡˇ xiu3 vu.3 utf8
㱙 ㄒㄧㄡˇ xiu3 vu.3 utf8
秀 ㄒㄧㄡˋ xiu4 vu.4 big5
繡 ㄒㄧㄡˋ xiu4 vu.4 big5
鏽 ㄒㄧㄡˋ xiu4 vu.4 big5
袖 ㄒㄧㄡˋ xiu4 vu.4 big5
嗅 ㄒㄧㄡˋ xiu4 vu.4 big5
宿 ㄒㄧㄡˋ xiu4 vu.4 big5
臭 ㄒㄧㄡˋ xiu4 vu.4 big5
銹 ㄒㄧㄡˋ xiu4 vu.4 big5
琇 ㄒㄧㄡˋ xiu4 vu.4 big5
溴 ㄒㄧㄡˋ xiu4 vu.4 big5
岫 ㄒㄧㄡˋ xiu4 vu.4 big5
珛 ㄒㄧㄡˋ xiu4 vu.4 big5
玊 ㄒㄧㄡˋ xiu4 vu.4 big5
殠 ㄒㄧㄡˋ xiu4 vu.4 big5
褎 ㄒㄧㄡˋ xiu4 vu.4 big5
螑 ㄒㄧㄡˋ xiu4 vu.4 big5
綉 ㄒㄧㄡˋ xiu4 vu.4 big5
㗜 ㄒㄧㄡˋ xiu4 vu.4 utf8
㛢 ㄒㄧㄡˋ xiu4 vu.4 utf8
㝛 ㄒㄧㄡˋ xiu4 vu.4 utf8
㾋 ㄒㄧㄡˋ xiu4 vu.4 utf8
䄂 ㄒㄧㄡˋ xiu4 vu.4 utf8
䜬 ㄒㄧㄡˋ xiu4 vu.4 utf8
嘼 ㄒㄧㄡˋ xiu4 vu.4 utf8
嚊 ㄒㄧㄡˋ xiu4 vu.4 utf8
璓 ㄒㄧㄡˋ xiu4 vu.4 utf8
繍 ㄒㄧㄡˋ xiu4 vu.4 utf8
褏 ㄒㄧㄡˋ xiu4 vu.4 utf8
鏅 ㄒㄧㄡˋ xiu4 vu.4 utf8
鏥 ㄒㄧㄡˋ xiu4 vu.4 utf8
齅 ㄒㄧㄡˋ xiu4 vu.4 utf8
興 ㄒㄧㄥ xing vu/ big5
星 ㄒㄧㄥ xing vu/ big5
猩 ㄒㄧㄥ xing vu/ big5
腥 ㄒㄧㄥ xing vu/ big5
馨 ㄒㄧㄥ xing vu/ big5
惺 ㄒㄧㄥ xing vu/ big5
騂 ㄒㄧㄥ xing vu/ big5
煋 ㄒㄧㄥ xing vu/ big5
瑆 ㄒㄧㄥ xing vu/ big5
胜 ㄒㄧㄥ xing vu/ big5
垶 ㄒㄧㄥ xing vu/ big5
蛵 ㄒㄧㄥ xing vu/ big5
觲 ㄒㄧㄥ xing vu/ big5
馫 ㄒㄧㄥ xing vu/ big5
㒷 ㄒㄧㄥ xing vu/ utf8
㙚 ㄒㄧㄥ xing vu/ utf8
㭢 ㄒㄧㄥ xing vu/ utf8
㽮 ㄒㄧㄥ xing vu/ utf8
䃏 ㄒㄧㄥ xing vu/ utf8
䗌 ㄒㄧㄥ xing vu/ utf8
嬹 ㄒㄧㄥ xing vu/ utf8
曐 ㄒㄧㄥ xing vu/ utf8
皨 ㄒㄧㄥ xing vu/ utf8
篂 ㄒㄧㄥ xing vu/ utf8
觪 ㄒㄧㄥ xing vu/ utf8
謃 ㄒㄧㄥ xing vu/ utf8
賯 ㄒㄧㄥ xing vu/ utf8
鮏 ㄒㄧㄥ xing vu/ utf8
鯹 ㄒㄧㄥ xing vu/ utf8
𦂅 ㄒㄧㄥ xing vu/ utf8
省 ㄒㄧㄥˇ xing3 vu/3 big5
醒 ㄒㄧㄥˇ xing3 vu/3 big5
擤 ㄒㄧㄥˇ xing3 vu/3 big5
渻 ㄒㄧㄥˇ xing3 vu/3 big5
㮐 ㄒㄧㄥˇ xing3 vu/3 utf8
䚇 ㄒㄧㄥˇ xing3 vu/3 utf8
䳙 ㄒㄧㄥˇ xing3 vu/3 utf8
睲 ㄒㄧㄥˇ xing3 vu/3 utf8
行 ㄒㄧㄥˋ xing4 vu/4 big5
興 ㄒㄧㄥˋ xing4 vu/4 big5
性 ㄒㄧㄥˋ xing4 vu/4 big5
幸 ㄒㄧㄥˋ xing4 vu/4 big5
姓 ㄒㄧㄥˋ xing4 vu/4 big5
杏 ㄒㄧㄥˋ xing4 vu/4 big5
倖 ㄒㄧㄥˋ xing4 vu/4 big5
悻 ㄒㄧㄥˋ xing4 vu/4 big5
荇 ㄒㄧㄥˋ xing4 vu/4 big5
婞 ㄒㄧㄥˋ xing4 vu/4 big5
莕 ㄒㄧㄥˋ xing4 vu/4 big5
涬 ㄒㄧㄥˋ xing4 vu/4 big5
㒷 ㄒㄧㄥˋ xing4 vu/4 utf8
㓑 ㄒㄧㄥˋ xing4 vu/4 utf8
㚔 ㄒㄧㄥˋ xing4 vu/4 utf8
䁄 ㄒㄧㄥˋ xing4 vu/4 utf8
䂔 ㄒㄧㄥˋ xing4 vu/4 utf8
䛭 ㄒㄧㄥˋ xing4 vu/4 utf8
嬹 ㄒㄧㄥˋ xing4 vu/4 utf8
睲 ㄒㄧㄥˋ xing4 vu/4 utf8
緈 ㄒㄧㄥˋ xing4 vu/4 utf8
臖 ㄒㄧㄥˋ xing4 vu/4 utf8
行 ㄒㄧㄥˊ xing2 vu/6 big5
形 ㄒㄧㄥˊ xing2 vu/6 big5
型 ㄒㄧㄥˊ xing2 vu/6 big5
刑 ㄒㄧㄥˊ xing2 vu/6 big5
邢 ㄒㄧㄥˊ xing2 vu/6 big5
陘 ㄒㄧㄥˊ xing2 vu/6 big5
硎 ㄒㄧㄥˊ xing2 vu/6 big5
鉶 ㄒㄧㄥˊ xing2 vu/6 big5
餳 ㄒㄧㄥˊ xing2 vu/6 big5
侀 ㄒㄧㄥˊ xing2 vu/6 big5
烆 ㄒㄧㄥˊ xing2 vu/6 big5
洐 ㄒㄧㄥˊ xing2 vu/6 big5
胻 ㄒㄧㄥˊ xing2 vu/6 big5
鋞 ㄒㄧㄥˊ xing2 vu/6 big5
濴 ㄒㄧㄥˊ xing2 vu/6 big5
㐩 ㄒㄧㄥˊ xing2 vu/6 utf8
㓝 ㄒㄧㄥˊ xing2 vu/6 utf8
㝭 ㄒㄧㄥˊ xing2 vu/6 utf8
㣜 ㄒㄧㄥˊ xing2 vu/6 utf8
䣆 ㄒㄧㄥˊ xing2 vu/6 utf8
䤯 ㄒㄧㄥˊ xing2 vu/6 utf8
坓 ㄒㄧㄥˊ xing2 vu/6 utf8
糃 ㄒㄧㄥˊ xing2 vu/6 utf8
郉 ㄒㄧㄥˊ xing2 vu/6 utf8
銒 ㄒㄧㄥˊ xing2 vu/6 utf8
𠛬 ㄒㄧㄥˊ xing2 vu/6 utf8
先 ㄒㄧㄢ xian vu0 big5
仙 ㄒㄧㄢ xian vu0 big5
掀 ㄒㄧㄢ xian vu0 big5
鮮 ㄒㄧㄢ xian vu0 big5
纖 ㄒㄧㄢ xian vu0 big5
暹 ㄒㄧㄢ xian vu0 big5
姍 ㄒㄧㄢ xian vu0 big5
孅 ㄒㄧㄢ xian vu0 big5
憸 ㄒㄧㄢ xian vu0 big5
躚 ㄒㄧㄢ xian vu0 big5
銛 ㄒㄧㄢ xian vu0 big5
秈 ㄒㄧㄢ xian vu0 big5
韱 ㄒㄧㄢ xian vu0 big5
枮 ㄒㄧㄢ xian vu0 big5
氙 ㄒㄧㄢ xian vu0 big5
馦 ㄒㄧㄢ xian vu0 big5
嬐 ㄒㄧㄢ xian vu0 big5
仚 ㄒㄧㄢ xian vu0 big5
屳 ㄒㄧㄢ xian vu0 big5
奾 ㄒㄧㄢ xian vu0 big5
杴 ㄒㄧㄢ xian vu0 big5
忺 ㄒㄧㄢ xian vu0 big5
澖 ㄒㄧㄢ xian vu0 big5
灦 ㄒㄧㄢ xian vu0 big5
祆 ㄒㄧㄢ xian vu0 big5
僊 ㄒㄧㄢ xian vu0 big5
嘕 ㄒㄧㄢ xian vu0 big5
蓒 ㄒㄧㄢ xian vu0 big5
褼 ㄒㄧㄢ xian vu0 big5
廯 ㄒㄧㄢ xian vu0 big5
襳 ㄒㄧㄢ xian vu0 big5
珗 ㄒㄧㄢ xian vu0 big5
㩥 ㄒㄧㄢ xian vu0 utf8
㰹 ㄒㄧㄢ xian vu0 utf8
㺤 ㄒㄧㄢ xian vu0 utf8
㽎 ㄒㄧㄢ xian vu0 utf8
㽐 ㄒㄧㄢ xian vu0 utf8
㾾 ㄒㄧㄢ xian vu0 utf8
㿌 ㄒㄧㄢ xian vu0 utf8
䄽 ㄒㄧㄢ xian vu0 utf8
䆎 ㄒㄧㄢ xian vu0 utf8
䉳 ㄒㄧㄢ xian vu0 utf8
䙲 ㄒㄧㄢ xian vu0 utf8
䙴 ㄒㄧㄢ xian vu0 utf8
䯭 ㄒㄧㄢ xian vu0 utf8
姗 ㄒㄧㄢ xian vu0 utf8
嬜 ㄒㄧㄢ xian vu0 utf8
彡 ㄒㄧㄢ xian vu0 utf8
欦 ㄒㄧㄢ xian vu0 utf8
箲 ㄒㄧㄢ xian vu0 utf8
籼 ㄒㄧㄢ xian vu0 utf8
縇 ㄒㄧㄢ xian vu0 utf8
纎 ㄒㄧㄢ xian vu0 utf8
苮 ㄒㄧㄢ xian vu0 utf8
觧 ㄒㄧㄢ xian vu0 utf8
蹮 ㄒㄧㄢ xian vu0 utf8
酰 ㄒㄧㄢ xian vu0 utf8
醶 ㄒㄧㄢ xian vu0 utf8
銽 ㄒㄧㄢ xian vu0 utf8
韯 ㄒㄧㄢ xian vu0 utf8
鱻 ㄒㄧㄢ xian vu0 utf8
𡚴 ㄒㄧㄢ xian vu0 utf8
險 ㄒㄧㄢˇ xian3 vu03 big5
顯 ㄒㄧㄢˇ xian3 vu03 big5
鮮 ㄒㄧㄢˇ xian3 vu03 big5
癬 ㄒㄧㄢˇ xian3 vu03 big5
蘚 ㄒㄧㄢˇ xian3 vu03 big5
銑 ㄒㄧㄢˇ xian3 vu03 big5
燹 ㄒㄧㄢˇ xian3 vu03 big5
跣 ㄒㄧㄢˇ xian3 vu03 big5
嶮 ㄒㄧㄢˇ xian3 vu03 big5
蜆 ㄒㄧㄢˇ xian3 vu03 big5
姺 ㄒㄧㄢˇ xian3 vu03 big5
尟 ㄒㄧㄢˇ xian3 vu03 big5
幰 ㄒㄧㄢˇ xian3 vu03 big5
獫 ㄒㄧㄢˇ xian3 vu03 big5
獮 ㄒㄧㄢˇ xian3 vu03 big5
玁 ㄒㄧㄢˇ xian3 vu03 big5
筅 ㄒㄧㄢˇ xian3 vu03 big5
韅 ㄒㄧㄢˇ xian3 vu03 big5
毨 ㄒㄧㄢˇ xian3 vu03 big5
烍 ㄒㄧㄢˇ xian3 vu03 big5
鍌 ㄒㄧㄢˇ xian3 vu03 big5
搟 ㄒㄧㄢˇ xian3 vu03 big5
鼸 ㄒㄧㄢˇ xian3 vu03 big5
齴 ㄒㄧㄢˇ xian3 vu03 big5
赻 ㄒㄧㄢˇ xian3 vu03 big5
攇 ㄒㄧㄢˇ xian3 vu03 big5
禒 ㄒㄧㄢˇ xian3 vu03 big5
洗 ㄒㄧㄢˇ xian3 vu03 big5
㜷 ㄒㄧㄢˇ xian3 vu03 utf8
㧥 ㄒㄧㄢˇ xian3 vu03 utf8
㫫 ㄒㄧㄢˇ xian3 vu03 utf8
㬎 ㄒㄧㄢˇ xian3 vu03 utf8
㭠 ㄒㄧㄢˇ xian3 vu03 utf8
㶍 ㄒㄧㄢˇ xian3 vu03 utf8
㾌 ㄒㄧㄢˇ xian3 vu03 utf8
㿅 ㄒㄧㄢˇ xian3 vu03 utf8
䄳 ㄒㄧㄢˇ xian3 vu03 utf8
䉳 ㄒㄧㄢˇ xian3 vu03 utf8
䗾 ㄒㄧㄢˇ xian3 vu03 utf8
䢾 ㄒㄧㄢˇ xian3 vu03 utf8
䥪 ㄒㄧㄢˇ xian3 vu03 utf8
䧋 ㄒㄧㄢˇ xian3 vu03 utf8
尠 ㄒㄧㄢˇ xian3 vu03 utf8
礆 ㄒㄧㄢˇ xian3 vu03 utf8
箲 ㄒㄧㄢˇ xian3 vu03 utf8
觧 ㄒㄧㄢˇ xian3 vu03 utf8
顕 ㄒㄧㄢˇ xian3 vu03 utf8
鱻 ㄒㄧㄢˇ xian3 vu03 utf8
縣 ㄒㄧㄢˋ xian4 vu04 big5
現 ㄒㄧㄢˋ xian4 vu04 big5
線 ㄒㄧㄢˋ xian4 vu04 big5
限 ㄒㄧㄢˋ xian4 vu04 big5
憲 ㄒㄧㄢˋ xian4 vu04 big5
獻 ㄒㄧㄢˋ xian4 vu04 big5
羨 ㄒㄧㄢˋ xian4 vu04 big5
陷 ㄒㄧㄢˋ xian4 vu04 big5
腺 ㄒㄧㄢˋ xian4 vu04 big5
餡 ㄒㄧㄢˋ xian4 vu04 big5
蜆 ㄒㄧㄢˋ xian4 vu04 big5
莧 ㄒㄧㄢˋ xian4 vu04 big5
霰 ㄒㄧㄢˋ xian4 vu04 big5
俔 ㄒㄧㄢˋ xian4 vu04 big5
僩 ㄒㄧㄢˋ xian4 vu04 big5
峴 ㄒㄧㄢˋ xian4 vu04 big5
晛 ㄒㄧㄢˋ xian4 vu04 big5
睍 ㄒㄧㄢˋ xian4 vu04 big5
豏 ㄒㄧㄢˋ xian4 vu04 big5
轞 ㄒㄧㄢˋ xian4 vu04 big5
鋧 ㄒㄧㄢˋ xian4 vu04 big5
涀 ㄒㄧㄢˋ xian4 vu04 big5
瀗 ㄒㄧㄢˋ xian4 vu04 big5
粯 ㄒㄧㄢˋ xian4 vu04 big5
娊 ㄒㄧㄢˋ xian4 vu04 big5
撊 ㄒㄧㄢˋ xian4 vu04 big5
錎 ㄒㄧㄢˋ xian4 vu04 big5
姭 ㄒㄧㄢˋ xian4 vu04 big5
献 ㄒㄧㄢˋ xian4 vu04 big5e
見 ㄒㄧㄢˋ xian4 vu04 big5
㺌 ㄒㄧㄢˋ xian4 vu04 utf8
䁂 ㄒㄧㄢˋ xian4 vu04 utf8
䃱 ㄒㄧㄢˋ xian4 vu04 utf8
䃸 ㄒㄧㄢˋ xian4 vu04 utf8
䉯 ㄒㄧㄢˋ xian4 vu04 utf8
䙹 ㄒㄧㄢˋ xian4 vu04 utf8
䝨 ㄒㄧㄢˋ xian4 vu04 utf8
䦘 ㄒㄧㄢˋ xian4 vu04 utf8
䧋 ㄒㄧㄢˋ xian4 vu04 utf8
䧟 ㄒㄧㄢˋ xian4 vu04 utf8
䱤 ㄒㄧㄢˋ xian4 vu04 utf8
僴 ㄒㄧㄢˋ xian4 vu04 utf8
咞 ㄒㄧㄢˋ xian4 vu04 utf8
哯 ㄒㄧㄢˋ xian4 vu04 utf8
唺 ㄒㄧㄢˋ xian4 vu04 utf8
垷 ㄒㄧㄢˋ xian4 vu04 utf8
塪 ㄒㄧㄢˋ xian4 vu04 utf8
悓 ㄒㄧㄢˋ xian4 vu04 utf8
懢 ㄒㄧㄢˋ xian4 vu04 utf8
梘 ㄒㄧㄢˋ xian4 vu04 utf8
橌 ㄒㄧㄢˋ xian4 vu04 utf8
櫶 ㄒㄧㄢˋ xian4 vu04 utf8
絤 ㄒㄧㄢˋ xian4 vu04 utf8
綫 ㄒㄧㄢˋ xian4 vu04 utf8
膁 ㄒㄧㄢˋ xian4 vu04 utf8
臔 ㄒㄧㄢˋ xian4 vu04 utf8
臤 ㄒㄧㄢˋ xian4 vu04 utf8
臽 ㄒㄧㄢˋ xian4 vu04 utf8
藖 ㄒㄧㄢˋ xian4 vu04 utf8
蛿 ㄒㄧㄢˋ xian4 vu04 utf8
誢 ㄒㄧㄢˋ xian4 vu04 utf8
贒 ㄒㄧㄢˋ xian4 vu04 utf8
軐 ㄒㄧㄢˋ xian4 vu04 utf8
麲 ㄒㄧㄢˋ xian4 vu04 utf8
𢡿 ㄒㄧㄢˋ xian4 vu04 utf8
𦡶 ㄒㄧㄢˋ xian4 vu04 utf8
賢 ㄒㄧㄢˊ xian2 vu06 big5
閒 ㄒㄧㄢˊ xian2 vu06 big5
嫌 ㄒㄧㄢˊ xian2 vu06 big5
咸 ㄒㄧㄢˊ xian2 vu06 big5
鹹 ㄒㄧㄢˊ xian2 vu06 big5
弦 ㄒㄧㄢˊ xian2 vu06 big5
銜 ㄒㄧㄢˊ xian2 vu06 big5
絃 ㄒㄧㄢˊ xian2 vu06 big5
嫻 ㄒㄧㄢˊ xian2 vu06 big5
嫺 ㄒㄧㄢˊ xian2 vu06 big5
涎 ㄒㄧㄢˊ xian2 vu06 big5
啣 ㄒㄧㄢˊ xian2 vu06 big5
舷 ㄒㄧㄢˊ xian2 vu06 big5
閑 ㄒㄧㄢˊ xian2 vu06 big5
癇 ㄒㄧㄢˊ xian2 vu06 big5
諴 ㄒㄧㄢˊ xian2 vu06 big5
蚿 ㄒㄧㄢˊ xian2 vu06 big5
憪 ㄒㄧㄢˊ xian2 vu06 big5
鷴 ㄒㄧㄢˊ xian2 vu06 big5
娹 ㄒㄧㄢˊ xian2 vu06 big5
葴 ㄒㄧㄢˊ xian2 vu06 big5
胘 ㄒㄧㄢˊ xian2 vu06 big5
蛝 ㄒㄧㄢˊ xian2 vu06 big5
羬 ㄒㄧㄢˊ xian2 vu06 big5
燅 ㄒㄧㄢˊ xian2 vu06 big5
礥 ㄒㄧㄢˊ xian2 vu06 big5
鷳 ㄒㄧㄢˊ xian2 vu06 big5
唌 ㄒㄧㄢˊ xian2 vu06 big5
㘅 ㄒㄧㄢˊ xian2 vu06 utf8
㘋 ㄒㄧㄢˊ xian2 vu06 utf8
㛾 ㄒㄧㄢˊ xian2 vu06 utf8
㡄 ㄒㄧㄢˊ xian2 vu06 utf8
㡉 ㄒㄧㄢˊ xian2 vu06 utf8
㢺 ㄒㄧㄢˊ xian2 vu06 utf8
㭹 ㄒㄧㄢˊ xian2 vu06 utf8
㯗 ㄒㄧㄢˊ xian2 vu06 utf8
㳄 ㄒㄧㄢˊ xian2 vu06 utf8
㵪 ㄒㄧㄢˊ xian2 vu06 utf8
䆂 ㄒㄧㄢˊ xian2 vu06 utf8
䕭 ㄒㄧㄢˊ xian2 vu06 utf8
䘩 ㄒㄧㄢˊ xian2 vu06 utf8
䝨 ㄒㄧㄢˊ xian2 vu06 utf8
䦥 ㄒㄧㄢˊ xian2 vu06 utf8
䲗 ㄒㄧㄢˊ xian2 vu06 utf8
䶠 ㄒㄧㄢˊ xian2 vu06 utf8
僴 ㄒㄧㄢˊ xian2 vu06 utf8
婱 ㄒㄧㄢˊ xian2 vu06 utf8
甉 ㄒㄧㄢˊ xian2 vu06 utf8
痃 ㄒㄧㄢˊ xian2 vu06 utf8
癎 ㄒㄧㄢˊ xian2 vu06 utf8
稴 ㄒㄧㄢˊ xian2 vu06 utf8
簚 ㄒㄧㄢˊ xian2 vu06 utf8
臤 ㄒㄧㄢˊ xian2 vu06 utf8
藖 ㄒㄧㄢˊ xian2 vu06 utf8
衘 ㄒㄧㄢˊ xian2 vu06 utf8
訮 ㄒㄧㄢˊ xian2 vu06 utf8
詽 ㄒㄧㄢˊ xian2 vu06 utf8
贒 ㄒㄧㄢˊ xian2 vu06 utf8
輱 ㄒㄧㄢˊ xian2 vu06 utf8
醎 ㄒㄧㄢˊ xian2 vu06 utf8
鑦 ㄒㄧㄢˊ xian2 vu06 utf8
鷼 ㄒㄧㄢˊ xian2 vu06 utf8
𡢃 ㄒㄧㄢˊ xian2 vu06 utf8
𢎙 ㄒㄧㄢˊ xian2 vu06 utf8
𢡿 ㄒㄧㄢˊ xian2 vu06 utf8
𥻧 ㄒㄧㄢˊ xian2 vu06 utf8
喜 ㄒㄧˇ xi3 vu3 big5
洗 ㄒㄧˇ xi3 vu3 big5
徙 ㄒㄧˇ xi3 vu3 big5
璽 ㄒㄧˇ xi3 vu3 big5
鰓 ㄒㄧˇ xi3 vu3 big5
屣 ㄒㄧˇ xi3 vu3 big5
蓰 ㄒㄧˇ xi3 vu3 big5
囍 ㄒㄧˇ xi3 vu3 big5
枲 ㄒㄧˇ xi3 vu3 big5
蟢 ㄒㄧˇ xi3 vu3 big5
縰 ㄒㄧˇ xi3 vu3 big5
纚 ㄒㄧˇ xi3 vu3 big5
蹝 ㄒㄧˇ xi3 vu3 big5
釃 ㄒㄧˇ xi3 vu3 big5
匚 ㄒㄧˇ xi3 vu3 big5
狶 ㄒㄧˇ xi3 vu3 big5
諰 ㄒㄧˇ xi3 vu3 big5
簁 ㄒㄧˇ xi3 vu3 big5
葸 ㄒㄧˇ xi3 vu3 big5
漇 ㄒㄧˇ xi3 vu3 big5
敼 ㄒㄧˇ xi3 vu3 big5
㛉 ㄒㄧˇ xi3 vu3 utf8
㹷 ㄒㄧˇ xi3 vu3 utf8
䢄 ㄒㄧˇ xi3 vu3 utf8
喺 ㄒㄧˇ xi3 vu3 utf8
壐 ㄒㄧˇ xi3 vu3 utf8
愢 ㄒㄧˇ xi3 vu3 utf8
憘 ㄒㄧˇ xi3 vu3 utf8
憙 ㄒㄧˇ xi3 vu3 utf8
杫 ㄒㄧˇ xi3 vu3 utf8
橲 ㄒㄧˇ xi3 vu3 utf8
玺 ㄒㄧˇ xi3 vu3 utf8
簛 ㄒㄧˇ xi3 vu3 utf8
籭 ㄒㄧˇ xi3 vu3 utf8
糦 ㄒㄧˇ xi3 vu3 utf8
葈 ㄒㄧˇ xi3 vu3 utf8
躧 ㄒㄧˇ xi3 vu3 utf8
鈢 ㄒㄧˇ xi3 vu3 utf8
鉩 ㄒㄧˇ xi3 vu3 utf8
𦂅 ㄒㄧˇ xi3 vu3 utf8
𨭎 ㄒㄧˇ xi3 vu3 utf8
